lat,lon,neutron_count
-87,-71,158.68028
-87,-70,153.22014
-87,-69,155.40947
-87,-68,151.25679
-87,-67,155.57668
-87,-66,151.92174
-87,-65,149.23628
-87,-64,155.94447
-87,-63,151.25821
-87,-62,152.16014
-87,-61,148.93077
-87,-60,150.53001
-87,-59,151.51659
-87,-58,150.8009
-87,-57,150.47798
-87,-56,153.53111
-87,-55,148.38339
-87,-54,148.572
-87,-53,152.98506
-87,-52,150.28752
-87,-51,149.07735
-87,-50,149.32515
-87,-49,150.26012
-87,-48,149.43985
-87,-47,151.43759
-87,-46,152.6124
-87,-45,154.2341
-87,-44,155.79951
-87,-43,149.35526
-87,-42,151.08597
-87,-41,155.04213
-87,-40,156.17003
-87,-39,153.86842
-87,-38,146.70065
-87,-37,151.82217
-87,-36,148.98607
-87,-35,147.70872
-87,-34,154.78416
-87,-33,146.353
-87,-32,149.92978
-87,-31,146.01036
-87,-30,151.9544
-87,-29,154.90154
-87,-28,151.4028
-87,-27,151.34105
-87,-26,151.5552
-87,-25,153.32996
-87,-24,148.50438
-87,-23,155.2553
-87,-22,149.38968
-87,-21,144.11243
-87,-20,151.45067
-87,-19,152.18892
-87,-18,147.87422
-87,-17,152.36708
-87,-16,154.04189
-87,-15,149.85396
-87,-14,150.9147
-87,-13,153.22598
-87,-12,151.5423
-87,-11,151.16014
-87,-10,150.2597
-87,-9,154.1449
-87,-8,149.64648
-87,-7,150.52557
-87,-6,148.75302
-87,-5,151.51472
-87,-4,151.4338
-87,-3,150.0619
-87,-2,150.95685
-87,-1,154.66887
-87,0,153.16211
-87,1,154.4911
-87,2,149.22874
-87,3,153.96193
-87,4,148.88376
-87,5,149.2788
-87,6,148.18758
-87,7,152.44716
-87,8,151.27328
-87,9,151.03343
-87,10,148.41313
-87,11,145.77466
-87,12,153.88107
-87,13,148.02086
-87,14,148.825
-87,15,152.50334
-87,16,147.48306
-87,17,155.94267
-87,18,151.30504
-87,19,147.8592
-87,20,158.20268
-87,21,154.03769
-87,22,154.36304
-87,23,150.94548
-87,24,149.75528
-87,25,152.06444
-87,26,149.76125
-87,27,153.45299
-87,28,155.82675
-87,29,153.5527
-87,30,145.82845
-87,31,145.91542
-87,32,153.56937
-87,33,158.56967
-87,34,152.9266
-87,35,148.86917
-87,36,150.14217
-87,37,149.79402
-87,38,153.12996
-87,39,146.97662
-87,40,150.50537
-87,41,145.79636
-87,42,151.5333
-87,43,147.28671
-87,44,151.64024
-87,45,149.03629
-87,46,153.66273
-87,47,151.08076
-87,48,147.20682
-87,49,146.30219
-87,50,146.79158
-87,51,152.88225
-87,52,149.46033
-87,53,148.36887
-87,54,146.07996
-87,55,145.93765
-87,56,148.35179
-87,57,150.7362
-87,58,145.63393
-87,59,147.14433
