lat,lon,gravity
89.5,-179.5,5.3572
89.5,-178.5,5.8248
89.5,-177.5,6.3129
89.5,-176.5,6.809
89.5,-175.5,7.2973
89.5,-174.5,7.7601
89.5,-173.5,8.1789
89.5,-172.5,8.5356
89.5,-171.5,8.8139
89.5,-170.5,9.0007
89.5,-169.5,9.0876
89.5,-168.5,9.0713
89.5,-167.5,8.9545
89.5,-166.5,8.7456
89.5,-165.5,8.4584
89.5,-164.5,8.1108
89.5,-163.5,7.7235
89.5,-162.5,7.3183
89.5,-161.5,6.9164
89.5,-160.5,6.5365
89.5,-159.5,6.1938
89.5,-158.5,5.899
89.5,-157.5,5.6579
89.5,-156.5,5.4717
89.5,-155.5,5.3379
89.5,-154.5,5.2515
89.5,-153.5,5.2063
89.5,-152.5,5.197
89.5,-151.5,5.2197
89.5,-150.5,5.2736
89.5,-149.5,5.3609
89.5,-148.5,5.4864
89.5,-147.5,5.6573
89.5,-146.5,5.8808
89.5,-145.5,6.1633
89.5,-144.5,6.5078
89.5,-143.5,6.9128
89.5,-142.5,7.3708
89.5,-141.5,7.8679
89.5,-140.5,8.3844
89.5,-139.5,8.8956
89.5,-138.5,9.3742
89.5,-137.5,9.7929
89.5,-136.5,10.1271
89.5,-135.5,10.3583
89.5,-134.5,10.4761
89.5,-133.5,10.4809
89.5,-132.5,10.3837
89.5,-131.5,10.2066
89.5,-130.5,9.9811
89.5,-129.5,9.7451
89.5,-128.5,9.5401
89.5,-127.5,9.4067
89.5,-126.5,9.3811
89.5,-125.5,9.4909
89.5,-124.5,9.7525
89.5,-123.5,10.169
89.5,-122.5,10.7299
89.5,-121.5,11.4114
89.5,-120.5,12.1785
89.5,-119.5,12.9882
89.5,-118.5,13.7926
89.5,-117.5,14.5438
89.5,-116.5,15.1971
89.5,-115.5,15.7149
89.5,-114.5,16.0695
89.5,-113.5,16.2451
89.5,-112.5,16.2383
89.5,-111.5,16.0579
89.5,-110.5,15.7237
89.5,-109.5,15.2645
89.5,-108.5,14.7152
89.5,-107.5,14.114
89.5,-106.5,13.4992
89.5,-105.5,12.9067
89.5,-104.5,12.3675
89.5,-103.5,11.9056
89.5,-102.5,11.5371
89.5,-101.5,11.2698
89.5,-100.5,11.1032
89.5,-99.5,11.0294
89.5,-98.5,11.0344
89.5,-97.5,11.1
89.5,-96.5,11.2057
89.5,-95.5,11.3305
89.5,-94.5,11.4549
89.5,-93.5,11.5625
89.5,-92.5,11.641
89.5,-91.5,11.6829
89.5,-90.5,11.6853
89.5,-89.5,11.6494
89.5,-88.5,11.5799
89.5,-87.5,11.4831
89.5,-86.5,11.3657
89.5,-85.5,11.2332
89.5,-84.5,11.0888
89.5,-83.5,10.9324
89.5,-82.5,10.7599
89.5,-81.5,10.5641
89.5,-80.5,10.3346
89.5,-79.5,10.0598
89.5,-78.5,9.7277
89.5,-77.5,9.328
89.5,-76.5,8.8535
89.5,-75.5,8.3013
89.5,-74.5,7.6737
89.5,-73.5,6.9788
89.5,-72.5,6.2296
89.5,-71.5,5.4438
89.5,-70.5,4.6424
89.5,-69.5,3.8481
89.5,-68.5,3.084
89.5,-67.5,2.3718
89.5,-66.5,1.7306
89.5,-65.5,1.176
89.5,-64.5,0.7195
89.5,-63.5,0.3677
89.5,-62.5,0.1227
89.5,-61.5,-0.0178
89.5,-60.5,-0.0608
89.5,-59.5,-0.0174
89.5,-58.5,0.0975
89.5,-57.5,0.2653
89.5,-56.5,0.4639
89.5,-55.5,0.669
89.5,-54.5,0.8541
89.5,-53.5,0.9926
89.5,-52.5,1.0589
89.5,-51.5,1.0307
89.5,-50.5,0.8911
89.5,-49.5,0.6311
89.5,-48.5,0.251
89.5,-47.5,-0.2377
89.5,-46.5,-0.8122
89.5,-45.5,-1.4389
89.5,-44.5,-2.075
89.5,-43.5,-2.6719
89.5,-42.5,-3.1789
89.5,-41.5,-3.5476
89.5,-40.5,-3.7368
89.5,-39.5,-3.7171
89.5,-38.5,-3.4742
89.5,-37.5,-3.0114
89.5,-36.5,-2.3501
89.5,-35.5,-1.5287
89.5,-34.5,-0.6001
89.5,-33.5,0.373
89.5,-32.5,1.3236
89.5,-31.5,2.1859
89.5,-30.5,2.9016
89.5,-29.5,3.4246
89.5,-28.5,3.7255
89.5,-27.5,3.7935
89.5,-26.5,3.6373
89.5,-25.5,3.2835
89.5,-24.5,2.7737
89.5,-23.5,2.1605
89.5,-22.5,1.5024
89.5,-21.5,0.8581
89.5,-20.5,0.282
89.5,-19.5,-0.1804
89.5,-18.5,-0.4961
89.5,-17.5,-0.6461
89.5,-16.5,-0.6259
89.5,-15.5,-0.4451
89.5,-14.5,-0.1253
89.5,-13.5,0.3032
89.5,-12.5,0.8039
89.5,-11.5,1.3387
89.5,-10.5,1.8703
89.5,-9.5,2.3659
89.5,-8.5,2.799
89.5,-7.5,3.1511
89.5,-6.5,3.4121
89.5,-5.5,3.5805
89.5,-4.5,3.6619
89.5,-3.5,3.6682
89.5,-2.5,3.6154
89.5,-1.5,3.5216
89.5,-0.5,3.4052
89.5,0.5,3.2833
89.5,1.5,3.17
89.5,2.5,3.0755
89.5,3.5,3.0058
89.5,4.5,2.9629
89.5,5.5,2.9447
89.5,6.5,2.9466
89.5,7.5,2.9621
89.5,8.5,2.984
89.5,9.5,3.0061
89.5,10.5,3.0237
89.5,11.5,3.0345
89.5,12.5,3.0391
89.5,13.5,3.0407
89.5,14.5,3.0451
89.5,15.5,3.0593
89.5,16.5,3.0905
89.5,17.5,3.145
89.5,18.5,3.2269
89.5,19.5,3.3368
89.5,20.5,3.4714
89.5,21.5,3.6226
89.5,22.5,3.7783
89.5,23.5,3.9233
89.5,24.5,4.0402
89.5,25.5,4.1115
89.5,26.5,4.1215
89.5,27.5,4.0585
89.5,28.5,3.9164
89.5,29.5,3.6961
89.5,30.5,3.406
89.5,31.5,3.062
89.5,32.5,2.6863
89.5,33.5,2.3055
89.5,34.5,1.9481
89.5,35.5,1.6411
89.5,36.5,1.4075
89.5,37.5,1.263
89.5,38.5,1.2139
89.5,39.5,1.2558
89.5,40.5,1.3731
89.5,41.5,1.5404
89.5,42.5,1.7246
89.5,43.5,1.8881
89.5,44.5,1.9926
89.5,45.5,2.0037
89.5,46.5,1.8945
89.5,47.5,1.6489
89.5,48.5,1.2646
89.5,49.5,0.753
89.5,50.5,0.1392
89.5,51.5,-0.5402
89.5,52.5,-1.2405
89.5,53.5,-1.9135
89.5,54.5,-2.5121
89.5,55.5,-2.9949
89.5,56.5,-3.3308
89.5,57.5,-3.5017
89.5,58.5,-3.504
89.5,59.5,-3.3496
89.5,60.5,-3.0633
89.5,61.5,-2.681
89.5,62.5,-2.2454
89.5,63.5,-1.8019
89.5,64.5,-1.3938
89.5,65.5,-1.0588
89.5,66.5,-0.8249
89.5,67.5,-0.709
89.5,68.5,-0.7154
89.5,69.5,-0.8363
89.5,70.5,-1.053
89.5,71.5,-1.3386
89.5,72.5,-1.6604
89.5,73.5,-1.9835
89.5,74.5,-2.274
89.5,75.5,-2.5019
89.5,76.5,-2.6431
89.5,77.5,-2.6818
89.5,78.5,-2.6112
89.5,79.5,-2.4334
89.5,80.5,-2.1593
89.5,81.5,-1.8071
89.5,82.5,-1.4006
89.5,83.5,-0.967
89.5,84.5,-0.5344
89.5,85.5,-0.1295
89.5,86.5,0.2251
89.5,87.5,0.5126
89.5,88.5,0.7239
89.5,89.5,0.8579
89.5,90.5,0.9222
89.5,91.5,0.9317
89.5,92.5,0.9079
89.5,93.5,0.8756
89.5,94.5,0.8614
89.5,95.5,0.8897
89.5,96.5,0.9804
89.5,97.5,1.1464
89.5,98.5,1.3913
89.5,99.5,1.7089
89.5,100.5,2.0826
89.5,101.5,2.4872
89.5,102.5,2.8904
89.5,103.5,3.256
89.5,104.5,3.5473
89.5,105.5,3.7307
89.5,106.5,3.7791
89.5,107.5,3.6752
89.5,108.5,3.4131
89.5,109.5,3.0
89.5,110.5,2.4552
89.5,111.5,1.8096
89.5,112.5,1.1027
89.5,113.5,0.3795
89.5,114.5,-0.3133
89.5,115.5,-0.9313
89.5,116.5,-1.4363
89.5,117.5,-1.7993
89.5,118.5,-2.0026
89.5,119.5,-2.0416
89.5,120.5,-1.9241
89.5,121.5,-1.6697
89.5,122.5,-1.3071
89.5,123.5,-0.8719
89.5,124.5,-0.4026
89.5,125.5,0.0628
89.5,126.5,0.4896
89.5,127.5,0.8498
89.5,128.5,1.1233
89.5,129.5,1.2995
89.5,130.5,1.3769
89.5,131.5,1.3624
89.5,132.5,1.2695
89.5,133.5,1.1163
89.5,134.5,0.9229
89.5,135.5,0.7091
89.5,136.5,0.4924
89.5,137.5,0.2862
89.5,138.5,0.099
89.5,139.5,-0.066
89.5,140.5,-0.2102
89.5,141.5,-0.3389
89.5,142.5,-0.4598
89.5,143.5,-0.5814
89.5,144.5,-0.7116
89.5,145.5,-0.8559
89.5,146.5,-1.0167
89.5,147.5,-1.1929
89.5,148.5,-1.3794
89.5,149.5,-1.5678
89.5,150.5,-1.7472
89.5,151.5,-1.9052
89.5,152.5,-2.0293
89.5,153.5,-2.1081
89.5,154.5,-2.1323
89.5,155.5,-2.0955
89.5,156.5,-1.9951
89.5,157.5,-1.8318
89.5,158.5,-1.61
89.5,159.5,-1.3371
89.5,160.5,-1.0227
89.5,161.5,-0.6777
89.5,162.5,-0.3136
89.5,163.5,0.0582
89.5,164.5,0.4277
89.5,165.5,0.7865
89.5,166.5,1.1282
89.5,167.5,1.4489
89.5,168.5,1.7471
89.5,169.5,2.0238
89.5,170.5,2.2823
89.5,171.5,2.5278
89.5,172.5,2.7672
89.5,173.5,3.0082
89.5,174.5,3.2593
89.5,175.5,3.529
89.5,176.5,3.8248
89.5,177.5,4.153
89.5,178.5,4.5175
89.5,179.5,4.9195
88.5,-179.5,19.2175
88.5,-178.5,17.3173
88.5,-177.5,15.2307
88.5,-176.5,13.4349
88.5,-175.5,12.3864
88.5,-174.5,12.3543
88.5,-173.5,13.2927
88.5,-172.5,14.8222
88.5,-171.5,16.3465
88.5,-170.5,17.2715
88.5,-169.5,17.2403
88.5,-168.5,16.2826
88.5,-167.5,14.8091
88.5,-166.5,13.4424
88.5,-165.5,12.7529
88.5,-164.5,13.0106
88.5,-163.5,14.0614
88.5,-162.5,15.3847
88.5,-161.5,16.3125
88.5,-160.5,16.3158
88.5,-159.5,15.2357
88.5,-158.5,13.3591
88.5,-157.5,11.3051
88.5,-156.5,9.7715
88.5,-155.5,9.2497
88.5,-154.5,9.829
88.5,-153.5,11.1697
88.5,-152.5,12.652
88.5,-151.5,13.6325
88.5,-150.5,13.6974
88.5,-149.5,12.8098
88.5,-148.5,11.2974
88.5,-147.5,9.6972
88.5,-146.5,8.5312
88.5,-145.5,8.1089
88.5,-144.5,8.4341
88.5,-143.5,9.2412
88.5,-142.5,10.1309
88.5,-141.5,10.7398
88.5,-140.5,10.8701
88.5,-139.5,10.5357
88.5,-138.5,9.9203
88.5,-137.5,9.2809
88.5,-136.5,8.8467
88.5,-135.5,8.7556
88.5,-134.5,9.0432
88.5,-133.5,9.6709
88.5,-132.5,10.5642
88.5,-131.5,11.6319
88.5,-130.5,12.7609
88.5,-129.5,13.798
88.5,-128.5,14.5486
88.5,-127.5,14.8146
88.5,-126.5,14.4708
88.5,-125.5,13.5536
88.5,-124.5,12.3135
88.5,-123.5,11.1895
88.5,-122.5,10.6903
88.5,-121.5,11.2103
88.5,-120.5,12.8495
88.5,-119.5,15.3158
88.5,-118.5,17.9696
88.5,-117.5,20.0159
88.5,-116.5,20.7845
88.5,-115.5,19.9946
88.5,-114.5,17.892
88.5,-113.5,15.1897
88.5,-112.5,12.8217
88.5,-111.5,11.5955
88.5,-110.5,11.8817
88.5,-109.5,13.468
88.5,-108.5,15.6461
88.5,-107.5,17.5012
88.5,-106.5,18.2891
88.5,-105.5,17.7445
88.5,-104.5,16.1905
88.5,-103.5,14.3987
88.5,-102.5,13.2587
88.5,-101.5,13.3941
88.5,-100.5,14.8884
88.5,-99.5,17.2366
88.5,-98.5,19.5445
88.5,-97.5,20.8905
88.5,-96.5,20.6995
88.5,-95.5,18.9751
88.5,-94.5,16.2988
88.5,-93.5,13.6012
88.5,-92.5,11.8058
88.5,-91.5,11.4908
88.5,-90.5,12.6986
88.5,-89.5,14.9589
88.5,-88.5,17.4989
88.5,-87.5,19.5453
88.5,-86.5,20.5941
88.5,-85.5,20.5505
88.5,-84.5,19.7015
88.5,-83.5,18.552
88.5,-82.5,17.6062
88.5,-81.5,17.1826
88.5,-80.5,17.329
88.5,-79.5,17.8527
88.5,-78.5,18.4355
88.5,-77.5,18.7764
88.5,-76.5,18.7026
88.5,-75.5,18.2148
88.5,-74.5,17.4617
88.5,-73.5,16.6684
88.5,-72.5,16.0546
88.5,-71.5,15.7719
88.5,-70.5,15.8768
88.5,-69.5,16.3344
88.5,-68.5,17.0423
88.5,-67.5,17.8579
88.5,-66.5,18.6233
88.5,-65.5,19.1879
88.5,-64.5,19.4338
88.5,-63.5,19.3054
88.5,-62.5,18.8369
88.5,-61.5,18.1636
88.5,-60.5,17.5025
88.5,-59.5,17.0976
88.5,-58.5,17.1392
88.5,-57.5,17.6844
88.5,-56.5,18.6118
88.5,-55.5,19.6358
88.5,-54.5,20.3864
88.5,-53.5,20.5325
88.5,-52.5,19.9065
88.5,-51.5,18.5817
88.5,-50.5,16.8677
88.5,-49.5,15.2177
88.5,-48.5,14.0763
88.5,-47.5,13.7206
88.5,-46.5,14.1519
88.5,-45.5,15.0815
88.5,-44.5,16.0205
88.5,-43.5,16.4453
88.5,-42.5,15.9844
88.5,-41.5,14.5601
88.5,-40.5,12.4332
88.5,-39.5,10.1315
88.5,-38.5,8.2822
88.5,-37.5,7.4024
88.5,-36.5,7.7211
88.5,-35.5,9.0945
88.5,-34.5,11.0475
88.5,-33.5,12.9298
88.5,-32.5,14.1333
88.5,-31.5,14.2923
88.5,-30.5,13.3989
88.5,-29.5,11.7889
88.5,-28.5,10.0096
88.5,-27.5,8.6184
88.5,-26.5,7.9881
88.5,-25.5,8.1899
88.5,-24.5,8.9904
88.5,-23.5,9.9573
88.5,-22.5,10.6268
88.5,-21.5,10.6674
88.5,-20.5,9.9834
88.5,-19.5,8.7259
88.5,-18.5,7.2199
88.5,-17.5,5.8389
88.5,-16.5,4.8779
88.5,-15.5,4.4624
88.5,-14.5,4.5216
88.5,-13.5,4.8232
88.5,-12.5,5.0562
88.5,-11.5,4.9321
88.5,-10.5,4.2753
88.5,-9.5,3.0761
88.5,-8.5,1.4906
88.5,-7.5,-0.2157
88.5,-6.5,-1.7675
88.5,-5.5,-2.991
88.5,-4.5,-3.8988
88.5,-3.5,-4.7096
88.5,-2.5,-5.7832
88.5,-1.5,-7.479
88.5,-0.5,-9.9824
88.5,0.5,-13.1631
88.5,1.5,-16.5327
88.5,2.5,-19.3368
88.5,3.5,-20.7716
88.5,4.5,-20.259
88.5,5.5,-17.683
88.5,6.5,-13.4908
88.5,7.5,-8.6051
88.5,8.5,-4.1626
88.5,9.5,-1.1635
88.5,10.5,-0.1557
88.5,11.5,-1.0727
88.5,12.5,-3.2859
88.5,13.5,-5.8518
88.5,14.5,-7.8594
88.5,15.5,-8.7423
88.5,16.5,-8.4413
88.5,17.5,-7.3613
88.5,18.5,-6.1556
88.5,19.5,-5.434
88.5,20.5,-5.5208
88.5,21.5,-6.3553
88.5,22.5,-7.5643
88.5,23.5,-8.6607
88.5,24.5,-9.2686
88.5,25.5,-9.2762
88.5,26.5,-8.8529
88.5,27.5,-8.3344
88.5,28.5,-8.0392
88.5,29.5,-8.1088
88.5,30.5,-8.4474
88.5,31.5,-8.7891
88.5,32.5,-8.8578
88.5,33.5,-8.5407
88.5,34.5,-7.9866
88.5,35.5,-7.5757
88.5,36.5,-7.7619
88.5,37.5,-8.8549
88.5,38.5,-10.8384
88.5,39.5,-13.3161
88.5,40.5,-15.6237
88.5,41.5,-17.0776
88.5,42.5,-17.2599
88.5,43.5,-16.2197
88.5,44.5,-14.4889
88.5,45.5,-12.8881
88.5,46.5,-12.1861
88.5,47.5,-12.751
88.5,48.5,-14.3502
88.5,49.5,-16.2058
88.5,50.5,-17.3102
88.5,51.5,-16.8877
88.5,52.5,-14.8082
88.5,53.5,-11.7566
88.5,54.5,-9.048
88.5,55.5,-8.1271
88.5,56.5,-9.9371
88.5,57.5,-14.423
88.5,58.5,-20.4062
88.5,59.5,-25.9264
88.5,60.5,-28.9504
88.5,61.5,-28.1792
88.5,62.5,-23.6185
88.5,63.5,-16.657
88.5,64.5,-9.5919
88.5,65.5,-4.7737
88.5,66.5,-3.7113
88.5,67.5,-6.5036
88.5,68.5,-11.8324
88.5,69.5,-17.5176
88.5,70.5,-21.3958
88.5,71.5,-22.1573
88.5,72.5,-19.7977
88.5,73.5,-15.5198
88.5,74.5,-11.157
88.5,75.5,-8.3863
88.5,76.5,-8.0744
88.5,77.5,-10.0138
88.5,78.5,-13.1266
88.5,79.5,-16.0048
88.5,80.5,-17.5273
88.5,81.5,-17.2843
88.5,82.5,-15.6515
88.5,83.5,-13.5197
88.5,84.5,-11.8351
88.5,85.5,-11.1697
88.5,86.5,-11.5047
88.5,87.5,-12.3029
88.5,88.5,-12.8098
88.5,89.5,-12.4362
88.5,90.5,-11.0461
88.5,91.5,-9.0303
88.5,92.5,-7.1407
88.5,93.5,-6.1594
88.5,94.5,-6.5461
88.5,95.5,-8.2084
88.5,96.5,-10.4949
88.5,97.5,-12.4209
88.5,98.5,-13.0458
88.5,99.5,-11.8587
88.5,100.5,-9.0173
88.5,101.5,-5.3346
88.5,102.5,-2.0025
88.5,103.5,-0.1427
88.5,104.5,-0.3574
88.5,105.5,-2.4598
88.5,106.5,-5.5077
88.5,107.5,-8.148
88.5,108.5,-9.146
88.5,109.5,-7.8952
88.5,110.5,-4.691
88.5,111.5,-0.6453
88.5,112.5,2.7389
88.5,113.5,4.1686
88.5,114.5,3.0903
88.5,115.5,-0.075
88.5,116.5,-4.0949
88.5,117.5,-7.4256
88.5,118.5,-8.8404
88.5,119.5,-7.9238
88.5,120.5,-5.2263
88.5,121.5,-2.0157
88.5,122.5,0.2636
88.5,123.5,0.5919
88.5,124.5,-1.2146
88.5,125.5,-4.4508
88.5,126.5,-7.8373
88.5,127.5,-10.059
88.5,128.5,-10.2975
88.5,129.5,-8.5399
88.5,130.5,-5.5485
88.5,131.5,-2.5245
88.5,132.5,-0.617
88.5,133.5,-0.4831
88.5,134.5,-2.0675
88.5,135.5,-4.6682
88.5,136.5,-7.2409
88.5,137.5,-8.8038
88.5,138.5,-8.7862
88.5,139.5,-7.1999
88.5,140.5,-4.5939
88.5,141.5,-1.832
88.5,142.5,0.2112
88.5,143.5,0.9308
88.5,144.5,0.1631
88.5,145.5,-1.7877
88.5,146.5,-4.2636
88.5,147.5,-6.461
88.5,148.5,-7.6744
88.5,149.5,-7.5047
88.5,150.5,-5.9756
88.5,151.5,-3.5215
88.5,152.5,-0.8436
88.5,153.5,1.3264
88.5,154.5,2.4838
88.5,155.5,2.5384
88.5,156.5,1.8597
88.5,157.5,1.1504
88.5,158.5,1.184
88.5,159.5,2.4994
88.5,160.5,5.1698
88.5,161.5,8.7401
88.5,162.5,12.3666
88.5,163.5,15.109
88.5,164.5,16.2663
88.5,165.5,15.6256
88.5,166.5,13.5304
88.5,167.5,10.7493
88.5,168.5,8.2036
88.5,169.5,6.6659
88.5,170.5,6.5435
88.5,171.5,7.8139
88.5,172.5,10.1133
88.5,173.5,12.9143
88.5,174.5,15.7059
88.5,175.5,18.1066
88.5,176.5,19.886
88.5,177.5,20.9231
88.5,178.5,21.155
88.5,179.5,20.5648
87.5,-179.5,-7.0501
87.5,-178.5,6.3748
87.5,-177.5,15.5742
87.5,-176.5,16.5116
87.5,-175.5,10.4684
87.5,-174.5,2.1336
87.5,-173.5,-3.7932
87.5,-172.5,-5.0587
87.5,-171.5,-2.3142
87.5,-170.5,1.9478
87.5,-169.5,4.9384
87.5,-168.5,4.8593
87.5,-167.5,1.6048
87.5,-166.5,-3.3069
87.5,-165.5,-7.6141
87.5,-164.5,-9.6254
87.5,-163.5,-9.1744
87.5,-162.5,-7.5411
87.5,-161.5,-6.425
87.5,-160.5,-6.7996
87.5,-159.5,-8.5025
87.5,-158.5,-10.6888
87.5,-157.5,-12.5451
87.5,-156.5,-13.6179
87.5,-155.5,-13.6949
87.5,-154.5,-12.675
87.5,-153.5,-10.7321
87.5,-152.5,-8.5513
87.5,-151.5,-7.1635
87.5,-150.5,-7.2794
87.5,-149.5,-8.6308
87.5,-148.5,-9.983
87.5,-147.5,-9.9493
87.5,-146.5,-8.0109
87.5,-145.5,-4.9153
87.5,-144.5,-2.1272
87.5,-143.5,-0.771
87.5,-142.5,-0.8821
87.5,-141.5,-1.4864
87.5,-140.5,-1.3724
87.5,-139.5,0.062
87.5,-138.5,2.4812
87.5,-137.5,4.9625
87.5,-136.5,6.7036
87.5,-135.5,7.5517
87.5,-134.5,7.9938
87.5,-133.5,8.6604
87.5,-132.5,9.7597
87.5,-131.5,10.9107
87.5,-130.5,11.5262
87.5,-129.5,11.42
87.5,-128.5,11.0878
87.5,-127.5,11.3455
87.5,-126.5,12.5824
87.5,-125.5,14.2933
87.5,-124.5,15.388
87.5,-123.5,15.1069
87.5,-122.5,13.7605
87.5,-121.5,12.574
87.5,-120.5,12.6822
87.5,-119.5,14.1482
87.5,-118.5,15.9407
87.5,-117.5,16.9554
87.5,-116.5,17.1262
87.5,-115.5,17.4877
87.5,-114.5,19.0212
87.5,-113.5,21.3988
87.5,-112.5,23.0207
87.5,-111.5,22.5728
87.5,-110.5,20.7005
87.5,-109.5,19.9601
87.5,-108.5,22.6463
87.5,-107.5,28.2494
87.5,-106.5,33.0695
87.5,-105.5,32.8815
87.5,-104.5,26.722
87.5,-103.5,18.4546
87.5,-102.5,14.3036
87.5,-101.5,17.9761
87.5,-100.5,27.3227
87.5,-99.5,35.5173
87.5,-98.5,36.0868
87.5,-97.5,27.8685
87.5,-96.5,15.9335
87.5,-95.5,7.7671
87.5,-94.5,7.7931
87.5,-93.5,14.5011
87.5,-92.5,22.156
87.5,-91.5,25.379
87.5,-90.5,22.8669
87.5,-89.5,17.6006
87.5,-88.5,13.8949
87.5,-87.5,13.9838
87.5,-86.5,16.7912
87.5,-85.5,19.474
87.5,-84.5,20.1068
87.5,-83.5,19.2121
87.5,-82.5,19.0213
87.5,-81.5,21.2604
87.5,-80.5,25.3884
87.5,-79.5,28.7928
87.5,-78.5,28.8486
87.5,-77.5,25.2193
87.5,-76.5,20.4815
87.5,-75.5,18.3963
87.5,-74.5,21.0471
87.5,-73.5,27.1103
87.5,-72.5,32.7632
87.5,-71.5,34.6142
87.5,-70.5,32.2876
87.5,-69.5,28.483
87.5,-68.5,26.4757
87.5,-67.5,27.2923
87.5,-66.5,29.109
87.5,-65.5,29.3617
87.5,-64.5,27.4722
87.5,-63.5,25.4759
87.5,-62.5,25.8732
87.5,-61.5,28.8274
87.5,-60.5,31.6086
87.5,-59.5,31.0501
87.5,-58.5,26.742
87.5,-57.5,21.7699
87.5,-56.5,20.0597
87.5,-55.5,22.7033
87.5,-54.5,26.7621
87.5,-53.5,27.8044
87.5,-52.5,23.9106
87.5,-51.5,17.4753
87.5,-50.5,13.1695
87.5,-49.5,13.9515
87.5,-48.5,18.7061
87.5,-47.5,23.4595
87.5,-46.5,24.8442
87.5,-45.5,22.6491
87.5,-44.5,19.4202
87.5,-43.5,17.8816
87.5,-42.5,18.7141
87.5,-41.5,20.5173
87.5,-40.5,21.5369
87.5,-39.5,21.2281
87.5,-38.5,20.2352
87.5,-37.5,19.1565
87.5,-36.5,17.654
87.5,-35.5,14.9377
87.5,-34.5,11.0653
87.5,-33.5,7.5262
87.5,-32.5,6.2403
87.5,-31.5,7.7613
87.5,-30.5,10.4554
87.5,-29.5,11.6683
87.5,-28.5,10.0091
87.5,-27.5,6.6669
87.5,-26.5,4.3998
87.5,-25.5,4.9695
87.5,-24.5,7.3593
87.5,-23.5,8.5437
87.5,-22.5,6.2397
87.5,-21.5,1.1139
87.5,-20.5,-3.7285
87.5,-19.5,-5.6464
87.5,-18.5,-5.0646
87.5,-17.5,-5.1675
87.5,-16.5,-8.7301
87.5,-15.5,-14.9723
87.5,-14.5,-19.6185
87.5,-13.5,-18.5791
87.5,-12.5,-12.2002
87.5,-11.5,-6.0715
87.5,-10.5,-7.0462
87.5,-9.5,-17.3351
87.5,-8.5,-31.6382
87.5,-7.5,-40.257
87.5,-6.5,-36.3707
87.5,-5.5,-21.9712
87.5,-4.5,-7.4677
87.5,-3.5,-4.5805
87.5,-2.5,-17.4354
87.5,-1.5,-38.6017
87.5,-0.5,-53.5245
87.5,0.5,-50.6385
87.5,1.5,-29.9838
87.5,2.5,-3.9027
87.5,3.5,10.9789
87.5,4.5,4.8945
87.5,5.5,-18.6963
87.5,6.5,-45.8723
87.5,7.5,-61.8138
87.5,8.5,-60.1418
87.5,9.5,-45.741
87.5,10.5,-30.0038
87.5,11.5,-22.8119
87.5,12.5,-27.072
87.5,13.5,-38.7115
87.5,14.5,-50.7133
87.5,15.5,-57.546
87.5,16.5,-57.3396
87.5,17.5,-51.6054
87.5,18.5,-43.7847
87.5,19.5,-37.6854
87.5,20.5,-36.0374
87.5,21.5,-39.2806
87.5,22.5,-45.2178
87.5,23.5,-50.1964
87.5,24.5,-51.4435
87.5,25.5,-48.9379
87.5,26.5,-45.2296
87.5,27.5,-43.2303
87.5,28.5,-43.8173
87.5,29.5,-45.3293
87.5,30.5,-45.3397
87.5,31.5,-43.0171
87.5,32.5,-39.888
87.5,33.5,-38.3466
87.5,34.5,-39.3527
87.5,35.5,-41.4551
87.5,36.5,-42.0099
87.5,37.5,-39.4763
87.5,38.5,-34.783
87.5,39.5,-30.6478
87.5,40.5,-29.4854
87.5,41.5,-31.607
87.5,42.5,-35.041
87.5,43.5,-36.9882
87.5,44.5,-35.7917
87.5,45.5,-32.0685
87.5,46.5,-28.2865
87.5,47.5,-27.0515
87.5,48.5,-29.1806
87.5,49.5,-32.9047
87.5,50.5,-34.9963
87.5,51.5,-33.3286
87.5,52.5,-29.0388
87.5,53.5,-26.2598
87.5,54.5,-28.9831
87.5,55.5,-37.1676
87.5,56.5,-45.5467
87.5,57.5,-46.9958
87.5,58.5,-38.4983
87.5,59.5,-24.8284
87.5,60.5,-16.1036
87.5,61.5,-20.2066
87.5,62.5,-35.8826
87.5,63.5,-52.5814
87.5,64.5,-57.9573
87.5,65.5,-47.4088
87.5,66.5,-27.8947
87.5,67.5,-12.715
87.5,68.5,-11.4
87.5,69.5,-22.883
87.5,70.5,-37.2418
87.5,71.5,-44.0723
87.5,72.5,-40.3099
87.5,73.5,-31.3986
87.5,74.5,-25.7229
87.5,75.5,-27.6674
87.5,76.5,-35.0173
87.5,77.5,-42.0104
87.5,78.5,-44.539
87.5,79.5,-42.8949
87.5,80.5,-40.3671
87.5,81.5,-39.7809
87.5,82.5,-41.3296
87.5,83.5,-43.2113
87.5,84.5,-43.8281
87.5,85.5,-43.2204
87.5,86.5,-42.6104
87.5,87.5,-42.9038
87.5,88.5,-43.814
87.5,89.5,-44.3884
87.5,90.5,-44.207
87.5,91.5,-43.9095
87.5,92.5,-44.4718
87.5,93.5,-45.9772
87.5,94.5,-47.1869
87.5,95.5,-46.4889
87.5,96.5,-43.4591
87.5,97.5,-39.5755
87.5,98.5,-37.2667
87.5,99.5,-37.9347
87.5,100.5,-40.5919
87.5,101.5,-42.3685
87.5,102.5,-40.6486
87.5,103.5,-35.204
87.5,104.5,-28.5965
87.5,105.5,-24.4131
87.5,106.5,-24.5995
87.5,107.5,-27.9248
87.5,108.5,-30.8364
87.5,109.5,-30.1755
