lat,lon,gravity
22.5,5.5,-320.9801
22.5,6.5,-318.1425
22.5,7.5,-296.7485
22.5,8.5,-281.8004
22.5,9.5,-291.4536
22.5,10.5,-277.8861
22.5,11.5,-276.2523
22.5,12.5,-287.8008
22.5,13.5,-332.6385
22.5,14.5,-372.0056
22.5,15.5,-449.9018
22.5,16.5,-482.4966
22.5,17.5,-535.6649
22.5,18.5,-490.1877
22.5,19.5,-520.9449
22.5,20.5,-517.764
22.5,21.5,-529.2862
22.5,22.5,-550.4733
22.5,23.5,-519.2693
22.5,24.5,-553.0581
22.5,25.5,-523.9205
22.5,26.5,-509.0825
22.5,27.5,-528.5919
22.5,28.5,-501.6302
22.5,29.5,-498.3033
22.5,30.5,-551.7858
22.5,31.5,-535.6564
22.5,32.5,-547.9507
22.5,33.5,-518.1791
22.5,34.5,-532.5457
22.5,35.5,-527.637
22.5,36.5,-520.9343
22.5,37.5,-539.6021
22.5,38.5,-520.0607
22.5,39.5,-510.3096
22.5,40.5,-530.5886
22.5,41.5,-556.8323
22.5,42.5,-529.0865
22.5,43.5,-515.4796
22.5,44.5,-506.2666
22.5,45.5,-515.9135
22.5,46.5,-514.3387
22.5,47.5,-474.1243
22.5,48.5,-457.9872
22.5,49.5,-426.7451
22.5,50.5,-414.9697
22.5,51.5,-416.046
22.5,52.5,-421.2878
22.5,53.5,-413.369
22.5,54.5,-377.5623
22.5,55.5,-359.4216
22.5,56.5,-368.4336
22.5,57.5,-361.3926
22.5,58.5,-354.2025
22.5,59.5,-335.2262
22.5,60.5,-346.018
22.5,61.5,-344.252
22.5,62.5,-322.9973
22.5,63.5,-302.6742
22.5,64.5,-293.74
22.5,65.5,-304.0938
22.5,66.5,-306.1923
22.5,67.5,-294.2072
22.5,68.5,-264.511
22.5,69.5,-201.5337
22.5,70.5,-193.4915
22.5,71.5,-182.7353
22.5,72.5,-181.4333
22.5,73.5,-189.1268
22.5,74.5,-190.4388
22.5,75.5,-172.2026
22.5,76.5,-158.1762
22.5,77.5,-130.2124
22.5,78.5,-116.6032
22.5,79.5,-88.1867
22.5,80.5,-76.0179
22.5,81.5,-79.1536
22.5,82.5,-69.822
22.5,83.5,-56.6231
22.5,84.5,-53.8558
22.5,85.5,-35.8938
22.5,86.5,-32.1855
22.5,87.5,-28.3498
22.5,88.5,-1.1138
22.5,89.5,-3.0124
22.5,90.5,-12.0839
22.5,91.5,-9.3379
22.5,92.5,21.6746
22.5,93.5,32.9362
22.5,94.5,41.5021
22.5,95.5,53.3312
22.5,96.5,56.8868
22.5,97.5,62.8375
22.5,98.5,90.0592
22.5,99.5,127.4206
22.5,100.5,147.6316
22.5,101.5,171.7315
22.5,102.5,184.2305
22.5,103.5,164.9927
22.5,104.5,137.9601
22.5,105.5,119.9746
22.5,106.5,113.056
22.5,107.5,110.4356
22.5,108.5,95.4013
22.5,109.5,80.8084
22.5,110.5,104.214
22.5,111.5,162.1029
22.5,112.5,196.5481
22.5,113.5,199.5394
22.5,114.5,214.8775
22.5,115.5,225.443
22.5,116.5,232.4895
22.5,117.5,220.5793
22.5,118.5,189.8869
22.5,119.5,164.0162
22.5,120.5,168.8367
22.5,121.5,195.3815
22.5,122.5,207.2939
22.5,123.5,221.7136
22.5,124.5,216.1163
22.5,125.5,220.1216
22.5,126.5,225.0945
22.5,127.5,190.9011
22.5,128.5,131.6916
22.5,129.5,117.086
22.5,130.5,193.4123
22.5,131.5,274.8267
22.5,132.5,271.1562
22.5,133.5,255.7205
22.5,134.5,269.8139
22.5,135.5,267.3436
22.5,136.5,252.4928
22.5,137.5,243.1965
22.5,138.5,216.2678
22.5,139.5,202.3744
22.5,140.5,194.9081
22.5,141.5,201.7835
22.5,142.5,202.1941
22.5,143.5,180.4541
22.5,144.5,180.6305
22.5,145.5,239.2583
22.5,146.5,228.9956
22.5,147.5,206.3911
22.5,148.5,226.8834
22.5,149.5,218.5115
22.5,150.5,235.6056
22.5,151.5,269.9119
22.5,152.5,289.6335
22.5,153.5,290.149
22.5,154.5,276.5305
22.5,155.5,258.4002
22.5,156.5,246.3131
22.5,157.5,259.3617
22.5,158.5,274.0842
22.5,159.5,294.5759
22.5,160.5,326.709
22.5,161.5,353.6555
22.5,162.5,357.5424
22.5,163.5,323.186
22.5,164.5,256.8273
22.5,165.5,254.3416
22.5,166.5,257.561
22.5,167.5,266.5193
22.5,168.5,270.6544
22.5,169.5,261.4528
22.5,170.5,256.6581
22.5,171.5,246.0723
22.5,172.5,248.8223
22.5,173.5,232.4855
22.5,174.5,199.5571
22.5,175.5,145.6762
22.5,176.5,103.8212
22.5,177.5,53.7077
22.5,178.5,10.8069
22.5,179.5,11.8174
21.5,-179.5,72.3391
21.5,-178.5,96.3271
21.5,-177.5,109.3491
21.5,-176.5,92.7973
21.5,-175.5,61.5303
21.5,-174.5,38.6307
21.5,-173.5,27.2669
21.5,-172.5,33.3453
21.5,-171.5,97.9361
21.5,-170.5,269.6292
21.5,-169.5,486.3534
21.5,-168.5,562.5074
21.5,-167.5,611.9868
21.5,-166.5,651.9057
21.5,-165.5,662.9921
21.5,-164.5,672.9376
21.5,-163.5,680.3425
21.5,-162.5,678.631
21.5,-161.5,677.6912
21.5,-160.5,679.0738
21.5,-159.5,681.5768
21.5,-158.5,684.689
21.5,-157.5,679.9156
21.5,-156.5,663.787
21.5,-155.5,634.9042
21.5,-154.5,574.4625
21.5,-153.5,493.174
21.5,-152.5,424.7176
21.5,-151.5,334.8109
21.5,-150.5,216.9777
21.5,-149.5,113.0952
21.5,-148.5,66.5735
21.5,-147.5,24.4086
21.5,-146.5,22.3757
21.5,-145.5,41.1517
21.5,-144.5,52.6879
21.5,-143.5,67.2111
21.5,-142.5,92.3182
21.5,-141.5,113.285
21.5,-140.5,116.6617
21.5,-139.5,95.4143
21.5,-138.5,102.7464
21.5,-137.5,112.2995
21.5,-136.5,113.3168
21.5,-135.5,118.0181
21.5,-134.5,110.8509
21.5,-133.5,97.1827
21.5,-132.5,77.3657
21.5,-131.5,83.5174
21.5,-130.5,133.8914
21.5,-129.5,138.9412
21.5,-128.5,163.6689
21.5,-127.5,259.2904
21.5,-126.5,427.8311
21.5,-125.5,548.756
21.5,-124.5,633.7088
21.5,-123.5,685.6301
21.5,-122.5,703.0063
21.5,-121.5,705.4252
21.5,-120.5,692.4016
21.5,-119.5,683.7257
21.5,-118.5,648.8178
21.5,-117.5,571.8427
21.5,-116.5,430.242
21.5,-115.5,301.2662
21.5,-114.5,226.6022
21.5,-113.5,142.1744
21.5,-112.5,134.1009
21.5,-111.5,81.883
21.5,-110.5,61.8693
21.5,-109.5,43.3035
21.5,-108.5,57.6933
21.5,-107.5,80.779
21.5,-106.5,82.5375
21.5,-105.5,105.0425
21.5,-104.5,117.954
21.5,-103.5,117.5586
21.5,-102.5,105.4782
21.5,-101.5,89.6431
21.5,-100.5,94.5989
21.5,-99.5,102.2275
21.5,-98.5,113.91
21.5,-97.5,117.4788
21.5,-96.5,109.55
21.5,-95.5,100.1
21.5,-94.5,83.8475
21.5,-93.5,81.4697
21.5,-92.5,80.3225
21.5,-91.5,77.9352
21.5,-90.5,78.105
21.5,-89.5,80.0423
21.5,-88.5,84.8849
21.5,-87.5,76.3646
21.5,-86.5,80.6075
21.5,-85.5,79.9718
21.5,-84.5,75.6205
21.5,-83.5,98.0506
21.5,-82.5,99.0219
21.5,-81.5,84.6337
21.5,-80.5,79.9755
21.5,-79.5,100.5408
21.5,-78.5,108.2917
21.5,-77.5,91.67
21.5,-76.5,72.584
21.5,-75.5,71.847
21.5,-74.5,58.5102
21.5,-73.5,50.9887
21.5,-72.5,34.8109
21.5,-71.5,31.4607
21.5,-70.5,32.8029
21.5,-69.5,35.3276
21.5,-68.5,31.4162
21.5,-67.5,18.1465
21.5,-66.5,11.9624
21.5,-65.5,6.645
21.5,-64.5,-4.7706
21.5,-63.5,-17.1504
21.5,-62.5,-56.2652
21.5,-61.5,-43.8733
21.5,-60.5,-30.4977
21.5,-59.5,-27.0441
21.5,-58.5,-41.9819
21.5,-57.5,-64.546
21.5,-56.5,-61.4332
21.5,-55.5,-70.8138
21.5,-54.5,-100.5244
21.5,-53.5,-110.7473
21.5,-52.5,-125.3084
21.5,-51.5,-124.785
21.5,-50.5,-136.4272
21.5,-49.5,-136.7747
21.5,-48.5,-135.545
21.5,-47.5,-135.3046
21.5,-46.5,-146.9461
21.5,-45.5,-171.8069
21.5,-44.5,-194.8487
21.5,-43.5,-202.0195
21.5,-42.5,-189.6184
21.5,-41.5,-193.6257
21.5,-40.5,-210.7103
21.5,-39.5,-225.8861
21.5,-38.5,-241.5872
21.5,-37.5,-279.7823
21.5,-36.5,-303.8717
21.5,-35.5,-305.5503
21.5,-34.5,-288.7761
21.5,-33.5,-275.0482
21.5,-32.5,-267.6043
21.5,-31.5,-257.0197
21.5,-30.5,-246.2353
21.5,-29.5,-236.5792
21.5,-28.5,-223.5142
21.5,-27.5,-202.9039
21.5,-26.5,-199.8863
21.5,-25.5,-202.032
21.5,-24.5,-198.3631
21.5,-23.5,-192.9354
21.5,-22.5,-163.2578
21.5,-21.5,-130.5313
21.5,-20.5,-108.7181
21.5,-19.5,-131.0495
21.5,-18.5,-159.1436
21.5,-17.5,-193.6089
21.5,-16.5,-217.5675
21.5,-15.5,-221.3629
21.5,-14.5,-216.6373
21.5,-13.5,-248.212
21.5,-12.5,-296.3697
21.5,-11.5,-338.6796
21.5,-10.5,-325.6808
21.5,-9.5,-284.2
21.5,-8.5,-211.0313
21.5,-7.5,-137.0808
21.5,-6.5,-61.764
21.5,-5.5,-17.1116
21.5,-4.5,-14.0429
21.5,-3.5,-47.7685
21.5,-2.5,-112.4497
21.5,-1.5,-196.1538
21.5,-0.5,-280.9729
21.5,0.5,-357.6943
21.5,1.5,-371.9419
21.5,2.5,-374.425
21.5,3.5,-356.3955
21.5,4.5,-318.6373
21.5,5.5,-329.5066
21.5,6.5,-336.4157
21.5,7.5,-325.0054
21.5,8.5,-314.7078
21.5,9.5,-316.126
21.5,10.5,-321.4633
21.5,11.5,-327.0836
21.5,12.5,-357.4706
21.5,13.5,-390.773
21.5,14.5,-423.6678
21.5,15.5,-467.5101
21.5,16.5,-497.8776
21.5,17.5,-534.8362
21.5,18.5,-520.2974
21.5,19.5,-485.7446
21.5,20.5,-536.6707
21.5,21.5,-512.8835
21.5,22.5,-550.4825
21.5,23.5,-561.1962
21.5,24.5,-540.4163
21.5,25.5,-521.4584
21.5,26.5,-512.1433
21.5,27.5,-520.7947
21.5,28.5,-519.007
21.5,29.5,-524.416
21.5,30.5,-574.4379
21.5,31.5,-550.801
21.5,32.5,-571.478
21.5,33.5,-540.9811
21.5,34.5,-514.9235
21.5,35.5,-507.1084
21.5,36.5,-504.9627
21.5,37.5,-508.9123
21.5,38.5,-524.0384
21.5,39.5,-523.1276
21.5,40.5,-482.4372
21.5,41.5,-554.3074
21.5,42.5,-549.9139
21.5,43.5,-527.875
21.5,44.5,-525.3951
21.5,45.5,-498.7242
21.5,46.5,-505.6756
21.5,47.5,-516.537
21.5,48.5,-476.6428
21.5,49.5,-414.4006
21.5,50.5,-424.2063
21.5,51.5,-422.8549
21.5,52.5,-434.9693
21.5,53.5,-412.1565
21.5,54.5,-409.0572
21.5,55.5,-378.327
21.5,56.5,-392.3958
21.5,57.5,-388.3029
21.5,58.5,-364.5583
21.5,59.5,-325.3406
21.5,60.5,-326.6207
21.5,61.5,-324.9795
21.5,62.5,-304.1858
21.5,63.5,-291.8741
21.5,64.5,-285.6026
21.5,65.5,-314.9368
21.5,66.5,-323.1044
21.5,67.5,-314.0649
21.5,68.5,-281.0457
21.5,69.5,-218.491
21.5,70.5,-200.3343
21.5,71.5,-184.2097
21.5,72.5,-185.9865
21.5,73.5,-193.8833
21.5,74.5,-185.1271
21.5,75.5,-156.0044
21.5,76.5,-138.9138
21.5,77.5,-120.8169
21.5,78.5,-107.7654
21.5,79.5,-88.9531
21.5,80.5,-73.6395
21.5,81.5,-69.8509
21.5,82.5,-67.7867
21.5,83.5,-42.8225
21.5,84.5,-35.632
21.5,85.5,-29.0589
21.5,86.5,-20.6723
21.5,87.5,-21.4717
21.5,88.5,-22.8009
21.5,89.5,-23.6759
21.5,90.5,-12.4574
21.5,91.5,11.9569
21.5,92.5,27.9068
21.5,93.5,36.1745
21.5,94.5,39.982
21.5,95.5,35.3186
21.5,96.5,34.9868
21.5,97.5,49.7831
21.5,98.5,73.6529
21.5,99.5,117.8568
21.5,100.5,136.3064
21.5,101.5,162.9817
21.5,102.5,183.7006
21.5,103.5,158.8743
21.5,104.5,143.0356
21.5,105.5,136.2327
21.5,106.5,116.7747
21.5,107.5,101.9645
21.5,108.5,96.9973
21.5,109.5,85.4881
21.5,110.5,100.1661
21.5,111.5,156.4659
21.5,112.5,188.0367
21.5,113.5,192.0661
21.5,114.5,237.6579
21.5,115.5,258.3835
21.5,116.5,257.0564
21.5,117.5,226.005
21.5,118.5,188.1279
21.5,119.5,174.3197
21.5,120.5,202.8726
21.5,121.5,229.9101
21.5,122.5,224.5331
21.5,123.5,229.3943
21.5,124.5,221.249
21.5,125.5,209.0956
21.5,126.5,191.1839
21.5,127.5,187.5977
21.5,128.5,172.3553
21.5,129.5,182.6438
21.5,130.5,276.9313
21.5,131.5,361.1856
21.5,132.5,334.4137
21.5,133.5,272.4249
21.5,134.5,259.476
21.5,135.5,263.6665
21.5,136.5,253.1919
21.5,137.5,234.7908
21.5,138.5,205.1496
21.5,139.5,191.067
21.5,140.5,200.39
21.5,141.5,221.0231
21.5,142.5,219.1261
21.5,143.5,187.8892
21.5,144.5,144.6881
21.5,145.5,210.6576
21.5,146.5,215.4895
21.5,147.5,190.8443
21.5,148.5,190.0184
21.5,149.5,200.2679
21.5,150.5,234.7682
21.5,151.5,274.1992
21.5,152.5,288.389
21.5,153.5,300.5389
21.5,154.5,285.8702
21.5,155.5,260.1058
21.5,156.5,240.3061
21.5,157.5,256.5403
21.5,158.5,274.3648
21.5,159.5,282.1575
21.5,160.5,307.6885
21.5,161.5,359.0079
21.5,162.5,386.0424
21.5,163.5,360.098
21.5,164.5,309.4796
21.5,165.5,280.424
21.5,166.5,273.0754
21.5,167.5,259.3803
21.5,168.5,232.8734
21.5,169.5,223.574
21.5,170.5,230.9753
21.5,171.5,246.2581
21.5,172.5,255.7468
21.5,173.5,250.0852
21.5,174.5,217.5286
21.5,175.5,135.1947
21.5,176.5,72.9157
21.5,177.5,37.2727
21.5,178.5,47.5977
21.5,179.5,46.3658
20.5,-179.5,65.0862
20.5,-178.5,90.84
20.5,-177.5,112.789
20.5,-176.5,112.5238
20.5,-175.5,91.3177
20.5,-174.5,70.267
20.5,-173.5,76.4072
20.5,-172.5,52.5109
20.5,-171.5,55.4098
20.5,-170.5,163.3742
20.5,-169.5,329.7631
20.5,-168.5,487.3192
20.5,-167.5,581.7957
20.5,-166.5,618.6318
20.5,-165.5,650.7394
20.5,-164.5,659.1558
20.5,-163.5,666.6042
20.5,-162.5,673.9725
20.5,-161.5,668.5443
20.5,-160.5,661.2556
20.5,-159.5,664.1458
20.5,-158.5,667.8239
20.5,-157.5,661.641
20.5,-156.5,642.6996
20.5,-155.5,598.2668
20.5,-154.5,523.2057
20.5,-153.5,429.6424
20.5,-152.5,354.3183
20.5,-151.5,263.8122
20.5,-150.5,175.1294
20.5,-149.5,111.3975
20.5,-148.5,88.153
20.5,-147.5,42.756
20.5,-146.5,15.728
20.5,-145.5,32.4623
20.5,-144.5,31.499
20.5,-143.5,47.6887
20.5,-142.5,73.2346
20.5,-141.5,101.4547
20.5,-140.5,105.4784
20.5,-139.5,88.8948
20.5,-138.5,91.2065
20.5,-137.5,98.7854
20.5,-136.5,106.4289
20.5,-135.5,100.9312
20.5,-134.5,93.6646
20.5,-133.5,77.365
20.5,-132.5,59.2968
20.5,-131.5,72.5853
20.5,-130.5,80.3633
20.5,-129.5,103.8308
20.5,-128.5,221.6259
20.5,-127.5,448.946
20.5,-126.5,600.3499
20.5,-125.5,679.7578
20.5,-124.5,716.0914
20.5,-123.5,727.1223
20.5,-122.5,726.7342
20.5,-121.5,720.2762
20.5,-120.5,708.0909
20.5,-119.5,718.4654
20.5,-118.5,717.7418
20.5,-117.5,684.4061
20.5,-116.5,619.2576
20.5,-115.5,506.9515
20.5,-114.5,383.0181
20.5,-113.5,268.8114
20.5,-112.5,172.3851
20.5,-111.5,100.3636
20.5,-110.5,58.7934
20.5,-109.5,46.133
20.5,-108.5,55.5921
20.5,-107.5,75.9403
20.5,-106.5,84.7745
20.5,-105.5,106.4414
20.5,-104.5,119.0804
20.5,-103.5,119.5806
20.5,-102.5,112.9081
20.5,-101.5,103.2292
20.5,-100.5,93.7013
20.5,-99.5,102.1453
20.5,-98.5,129.7464
20.5,-97.5,128.963
20.5,-96.5,133.2007
20.5,-95.5,111.321
20.5,-94.5,105.6322
20.5,-93.5,97.9459
20.5,-92.5,107.164
20.5,-91.5,101.5205
20.5,-90.5,83.0473
20.5,-89.5,80.6471
20.5,-88.5,71.8334
20.5,-87.5,69.1634
20.5,-86.5,88.6513
20.5,-85.5,84.4338
20.5,-84.5,72.9853
20.5,-83.5,79.8204
20.5,-82.5,83.0311
20.5,-81.5,67.4477
20.5,-80.5,75.2171
20.5,-79.5,104.2937
20.5,-78.5,115.87
20.5,-77.5,102.1471
20.5,-76.5,86.1208
20.5,-75.5,75.2832
20.5,-74.5,66.0532
20.5,-73.5,52.2183
20.5,-72.5,40.6027
20.5,-71.5,42.4187
20.5,-70.5,34.0843
20.5,-69.5,33.9557
20.5,-68.5,25.5386
20.5,-67.5,22.8216
20.5,-66.5,15.2943
20.5,-65.5,6.9738
20.5,-64.5,1.675
20.5,-63.5,-21.6566
20.5,-62.5,-57.5347
20.5,-61.5,-56.2392
20.5,-60.5,-50.0076
20.5,-59.5,-37.7819
20.5,-58.5,-38.363
20.5,-57.5,-73.2236
20.5,-56.5,-62.0363
20.5,-55.5,-67.9467
20.5,-54.5,-94.2084
20.5,-53.5,-106.2195
20.5,-52.5,-114.5049
20.5,-51.5,-128.2537
20.5,-50.5,-135.5233
20.5,-49.5,-131.2606
20.5,-48.5,-125.5484
20.5,-47.5,-136.987
20.5,-46.5,-131.9333
20.5,-45.5,-148.8481
20.5,-44.5,-180.373
20.5,-43.5,-185.0925
20.5,-42.5,-175.9974
20.5,-41.5,-216.7027
20.5,-40.5,-213.6239
20.5,-39.5,-224.2172
20.5,-38.5,-230.5343
20.5,-37.5,-242.0396
20.5,-36.5,-269.1366
20.5,-35.5,-286.645
20.5,-34.5,-296.735
20.5,-33.5,-292.3863
20.5,-32.5,-283.2983
20.5,-31.5,-284.4662
20.5,-30.5,-258.2842
20.5,-29.5,-247.1521
20.5,-28.5,-237.3512
20.5,-27.5,-236.5417
20.5,-26.5,-207.4619
20.5,-25.5,-195.0232
20.5,-24.5,-173.2502
20.5,-23.5,-158.0121
20.5,-22.5,-126.1066
20.5,-21.5,-102.0126
20.5,-20.5,-122.4065
20.5,-19.5,-154.5428
20.5,-18.5,-176.9204
20.5,-17.5,-213.6281
20.5,-16.5,-227.551
20.5,-15.5,-237.0581
20.5,-14.5,-232.2294
20.5,-13.5,-276.2792
20.5,-12.5,-288.6638
20.5,-11.5,-323.1036
20.5,-10.5,-294.9337
20.5,-9.5,-216.843
20.5,-8.5,-103.6539
20.5,-7.5,4.8597
20.5,-6.5,108.6058
20.5,-5.5,150.0322
20.5,-4.5,155.9326
20.5,-3.5,107.6783
20.5,-2.5,28.968
20.5,-1.5,-84.2357
20.5,-0.5,-194.8215
20.5,0.5,-302.004
20.5,1.5,-363.7754
20.5,2.5,-354.6814
20.5,3.5,-340.7328
20.5,4.5,-301.6359
20.5,5.5,-326.609
20.5,6.5,-364.4988
20.5,7.5,-364.1315
20.5,8.5,-353.2463
20.5,9.5,-369.8449
20.5,10.5,-356.0814
20.5,11.5,-374.197
20.5,12.5,-401.7856
20.5,13.5,-421.0192
20.5,14.5,-435.6317
20.5,15.5,-507.3688
20.5,16.5,-540.2689
20.5,17.5,-509.5886
20.5,18.5,-493.7452
20.5,19.5,-549.0723
20.5,20.5,-507.0839
20.5,21.5,-547.176
20.5,22.5,-568.7029
20.5,23.5,-554.5244
20.5,24.5,-569.9783
20.5,25.5,-565.6112
20.5,26.5,-513.3084
20.5,27.5,-491.2815
20.5,28.5,-513.2408
20.5,29.5,-571.5563
20.5,30.5,-565.7148
20.5,31.5,-574.9985
20.5,32.5,-543.5775
20.5,33.5,-548.5498
20.5,34.5,-503.0057
20.5,35.5,-514.0102
20.5,36.5,-489.5264
20.5,37.5,-496.663
20.5,38.5,-493.817
20.5,39.5,-494.6359
20.5,40.5,-471.4189
20.5,41.5,-475.5472
20.5,42.5,-512.6575
20.5,43.5,-529.0471
20.5,44.5,-525.7746
20.5,45.5,-517.0478
20.5,46.5,-511.0083
20.5,47.5,-514.7417
20.5,48.5,-466.9183
20.5,49.5,-424.6424
20.5,50.5,-434.6514
20.5,51.5,-435.6834
20.5,52.5,-445.2997
20.5,53.5,-433.3922
20.5,54.5,-429.894
20.5,55.5,-401.8835
20.5,56.5,-376.6367
20.5,57.5,-382.7957
20.5,58.5,-351.3636
20.5,59.5,-320.0089
20.5,60.5,-323.9082
20.5,61.5,-304.5092
20.5,62.5,-294.0366
20.5,63.5,-301.2919
20.5,64.5,-268.8574
20.5,65.5,-294.2592
20.5,66.5,-307.2303
20.5,67.5,-297.1379
20.5,68.5,-275.6231
20.5,69.5,-227.9492
20.5,70.5,-225.7556
20.5,71.5,-200.2559
20.5,72.5,-189.6346
20.5,73.5,-180.7954
20.5,74.5,-178.1334
20.5,75.5,-161.0242
20.5,76.5,-128.4041
20.5,77.5,-114.1572
20.5,78.5,-102.6301
20.5,79.5,-88.374
20.5,80.5,-74.2598
20.5,81.5,-54.8441
20.5,82.5,-52.8604
20.5,83.5,-49.5681
20.5,84.5,-32.2129
20.5,85.5,-17.7389
20.5,86.5,-18.4276
20.5,87.5,-10.9126
20.5,88.5,-32.7282
20.5,89.5,-22.4822
20.5,90.5,-11.4162
20.5,91.5,18.1872
20.5,92.5,16.6937
20.5,93.5,27.5425
20.5,94.5,38.2811
20.5,95.5,31.5444
20.5,96.5,20.442
20.5,97.5,42.4354
20.5,98.5,61.0275
20.5,99.5,115.6594
20.5,100.5,140.5516
20.5,101.5,157.0423
20.5,102.5,183.0411
20.5,103.5,170.2392
20.5,104.5,159.9766
20.5,105.5,154.9177
20.5,106.5,128.9744
20.5,107.5,102.4091
20.5,108.5,103.55
20.5,109.5,92.2311
20.5,110.5,107.4225
20.5,111.5,153.9486
20.5,112.5,204.1639
20.5,113.5,218.0874
20.5,114.5,252.4027
20.5,115.5,259.3913
20.5,116.5,248.1978
20.5,117.5,216.6287
20.5,118.5,185.0318
20.5,119.5,180.7127
20.5,120.5,212.6682
20.5,121.5,238.7774
20.5,122.5,234.1883
20.5,123.5,228.522
20.5,124.5,216.0547
20.5,125.5,191.451
20.5,126.5,167.0497
20.5,127.5,178.2428
20.5,128.5,196.3259
20.5,129.5,209.5801
20.5,130.5,241.433
20.5,131.5,298.3355
20.5,132.5,284.991
20.5,133.5,256.7871
20.5,134.5,261.2981
20.5,135.5,251.8222
20.5,136.5,225.0131
20.5,137.5,191.8481
20.5,138.5,176.1044
20.5,139.5,184.9763
20.5,140.5,216.5567
20.5,141.5,227.518
20.5,142.5,223.8721
20.5,143.5,184.1031
20.5,144.5,180.5328
20.5,145.5,215.7868
20.5,146.5,225.9803
20.5,147.5,216.8996
20.5,148.5,215.8298
20.5,149.5,217.7451
20.5,150.5,216.8009
20.5,151.5,229.7993
20.5,152.5,259.2551
20.5,153.5,285.6637
20.5,154.5,272.6123
20.5,155.5,239.3807
20.5,156.5,220.0447
20.5,157.5,250.7895
20.5,158.5,268.5807
20.5,159.5,268.6943
20.5,160.5,292.134
20.5,161.5,328.1431
20.5,162.5,363.4069
20.5,163.5,340.1436
20.5,164.5,296.6055
20.5,165.5,255.6692
20.5,166.5,266.2658
20.5,167.5,240.7665
20.5,168.5,183.4124
20.5,169.5,194.9565
20.5,170.5,209.2967
20.5,171.5,235.4513
20.5,172.5,260.7048
20.5,173.5,258.2677
20.5,174.5,201.9053
20.5,175.5,126.6677
20.5,176.5,75.955
20.5,177.5,59.976
20.5,178.5,41.1761
20.5,179.5,38.9144
19.5,-179.5,84.2894
19.5,-178.5,112.1721
19.5,-177.5,119.6593
19.5,-176.5,130.6671
19.5,-175.5,127.8129
19.5,-174.5,91.5025
19.5,-173.5,96.7194
19.5,-172.5,85.5421
19.5,-171.5,32.0943
19.5,-170.5,49.8843
19.5,-169.5,145.8537
19.5,-168.5,290.0913
19.5,-167.5,453.3161
19.5,-166.5,544.0862
19.5,-165.5,605.7421
19.5,-164.5,632.3761
19.5,-163.5,648.8532
19.5,-162.5,653.0387
19.5,-161.5,645.3924
19.5,-160.5,643.541
19.5,-159.5,639.0226
19.5,-158.5,640.606
19.5,-157.5,629.6279
19.5,-156.5,592.8263
19.5,-155.5,521.9642
19.5,-154.5,424.156
19.5,-153.5,341.3733
19.5,-152.5,284.633
19.5,-151.5,215.179
19.5,-150.5,145.5688
19.5,-149.5,112.0488
19.5,-148.5,84.5289
19.5,-147.5,66.162
19.5,-146.5,42.5139
19.5,-145.5,39.4684
19.5,-144.5,47.3837
19.5,-143.5,52.6459
19.5,-142.5,66.7941
19.5,-141.5,77.9873
19.5,-140.5,72.2287
19.5,-139.5,68.4429
19.5,-138.5,88.848
19.5,-137.5,95.8651
19.5,-136.5,95.1972
19.5,-135.5,101.6955
19.5,-134.5,92.8811
19.5,-133.5,69.2701
19.5,-132.5,50.2998
19.5,-131.5,71.0002
19.5,-130.5,76.4873
19.5,-129.5,132.6616
19.5,-128.5,349.4091
19.5,-127.5,570.612
19.5,-126.5,681.0082
19.5,-125.5,723.3959
19.5,-124.5,734.5009
19.5,-123.5,731.524
19.5,-122.5,723.624
19.5,-121.5,720.3666
19.5,-120.5,718.8531
19.5,-119.5,727.4092
19.5,-118.5,728.2298
19.5,-117.5,721.5958
19.5,-116.5,694.4466
19.5,-115.5,622.9192
19.5,-114.5,493.567
19.5,-113.5,374.032
19.5,-112.5,276.0552
19.5,-111.5,172.2417
19.5,-110.5,84.7054
19.5,-109.5,72.7515
19.5,-108.5,77.7066
19.5,-107.5,95.3589
19.5,-106.5,97.6016
19.5,-105.5,104.0538
19.5,-104.5,121.0087
19.5,-103.5,122.1481
19.5,-102.5,114.1846
19.5,-101.5,112.9703
19.5,-100.5,100.3748
19.5,-99.5,120.484
19.5,-98.5,155.5614
19.5,-97.5,152.9784
19.5,-96.5,155.8585
19.5,-95.5,131.6369
19.5,-94.5,124.5639
19.5,-93.5,125.8502
19.5,-92.5,131.0
19.5,-91.5,109.7781
19.5,-90.5,94.1298
19.5,-89.5,89.3733
19.5,-88.5,80.1047
19.5,-87.5,63.5532
19.5,-86.5,70.851
19.5,-85.5,78.9394
19.5,-84.5,69.2654
19.5,-83.5,56.5084
19.5,-82.5,57.5875
19.5,-81.5,67.0801
19.5,-80.5,74.3999
19.5,-79.5,84.8217
19.5,-78.5,110.3368
19.5,-77.5,106.5625
19.5,-76.5,77.5308
19.5,-75.5,82.0647
19.5,-74.5,82.9552
19.5,-73.5,57.1895
19.5,-72.5,50.544
19.5,-71.5,46.9451
19.5,-70.5,30.5175
19.5,-69.5,18.0817
19.5,-68.5,22.1185
19.5,-67.5,10.4017
19.5,-66.5,17.6305
19.5,-65.5,11.6611
19.5,-64.5,6.6323
19.5,-63.5,-3.8638
19.5,-62.5,-27.2627
19.5,-61.5,-40.3365
19.5,-60.5,-42.6872
19.5,-59.5,-36.3065
19.5,-58.5,-26.591
