lat,lon,day_max,night_min
-88,-132,255.8334,38.6601
-88,-131,250.6816,38.5178
-88,-130,239.4416,37.7133
-88,-129,231.2475,37.5424
-88,-128,229.7679,37.1833
-88,-127,228.0706,37.4101
-88,-126,227.4017,37.2329
-88,-125,220.6832,36.9365
-88,-124,225.5331,37.1143
-88,-123,224.6013,37.8362
-88,-122,225.7332,37.9491
-88,-121,235.4372,38.1859
-88,-120,232.3557,38.8051
-88,-119,244.8338,39.951
-88,-118,240.6162,40.6961
-88,-117,226.6826,40.9976
-88,-116,235.3499,42.0664
-88,-115,240.163,46.7038
-88,-114,249.8074,51.5642
-88,-113,257.4688,54.2124
-88,-112,250.046,53.3616
-88,-111,242.142,54.7572
-88,-110,231.8224,54.9732
-88,-109,240.0776,56.6638
-88,-108,249.7926,53.5799
-88,-107,246.6564,52.0864
-88,-106,230.06,53.6811
-88,-105,231.7894,51.0811
-88,-104,241.038,48.9339
-88,-103,241.1271,48.214
-88,-102,216.4041,47.9177
-88,-101,231.0275,48.0016
-88,-100,227.3544,46.6862
-88,-99,210.9701,45.2286
-88,-98,216.8099,43.9244
-88,-97,208.3621,42.1821
-88,-96,206.5964,40.5629
-88,-95,214.5189,40.8943
-88,-94,191.6741,38.0676
-88,-93,199.1048,38.2462
-88,-92,202.9902,39.2051
-88,-91,207.1449,38.9227
-88,-90,211.0309,39.3782
-88,-89,211.0096,39.4547
-88,-88,221.3466,38.6015
-88,-87,217.7735,38.3619
-88,-86,229.0145,39.2408
-88,-85,228.6054,40.3742
-88,-84,222.5796,40.9541
-88,-83,227.6043,41.7994
-88,-82,220.0418,42.2144
-88,-81,218.3708,43.3793
-88,-80,216.1811,44.4354
-88,-79,237.6126,43.6585
-88,-78,244.2664,45.3382
-88,-77,244.7701,46.8575
-88,-76,247.8688,50.5961
-88,-75,248.7989,55.6953
-88,-74,262.8442,56.9297
-88,-73,270.2083,56.2975
-88,-72,270.6473,60.8014
-88,-71,260.5987,61.5144
-88,-70,257.6685,58.7799
-88,-69,259.5256,57.4534
-88,-68,258.2489,56.6083
-88,-67,258.1821,55.333
-88,-66,251.2195,53.3059
-88,-65,245.3128,54.4312
-88,-64,241.031,54.5093
-88,-63,245.3956,52.9364
-88,-62,249.3628,49.3722
-88,-61,245.129,48.7775
-88,-60,243.293,47.3538
-88,-59,243.1531,45.1224
-88,-58,248.4584,44.7013
-88,-57,253.9267,41.4948
-88,-56,256.2779,40.8276
-88,-55,244.422,40.3944
-88,-54,247.3143,41.9836
-88,-53,244.6664,45.904
-88,-52,243.7856,47.1971
-88,-51,240.0276,47.7492
-88,-50,239.2032,42.5393
-88,-49,234.5759,40.798
-88,-48,233.9869,39.9641
-88,-47,227.9827,37.6341
-88,-46,219.0285,35.6198
-88,-45,209.5307,36.3198
-88,-44,212.2057,37.8025
-88,-43,225.5181,42.8664
-88,-42,236.669,41.4026
-88,-41,220.1697,41.8195
-88,-40,235.8425,44.2913
-88,-39,225.3671,41.3018
-88,-38,206.187,40.8207
-88,-37,208.0154,42.2733
-88,-36,217.7169,42.463
-88,-35,228.8488,42.1636
-88,-34,216.5771,43.0504
-88,-33,204.9889,38.4594
-88,-32,214.4143,38.3392
-88,-31,211.3416,39.0375
-88,-30,221.6721,38.9018
-88,-29,216.9894,40.1804
-88,-28,213.1213,40.3381
-88,-27,220.3994,42.1781
-88,-26,232.1286,42.3186
-88,-25,222.9964,42.93
-88,-24,214.2316,41.1184
-88,-23,201.25,43.2235
-88,-22,209.0394,43.9768
-88,-21,216.7529,42.6613
-88,-20,222.0907,40.9595
-88,-19,208.5635,38.1984
-88,-18,227.2718,36.4335
-88,-17,237.3842,34.8855
-88,-16,239.7728,31.1371
-88,-15,238.3858,30.111
-88,-14,226.8138,29.1525
-88,-13,198.2498,28.3826
-88,-12,195.5356,28.3977
-88,-11,181.4007,27.8068
-88,-10,170.6183,27.7543
-88,-9,167.7526,26.8868
-88,-8,172.1432,27.2161
-88,-7,174.648,27.5321
-88,-6,164.9215,28.7352
-88,-5,158.7397,29.3043
-88,-4,151.2704,29.5518
-88,-3,162.3578,29.3253
-88,-2,174.236,29.2098
-88,-1,184.3468,28.8309
-88,0,193.3043,28.4331
